Name,Nation,Team,Position,Age,Playing Time: matches played,Playing Time: starts,Playing Time: minutes,Performance: goals,Performance: assists,Performance: yellow cards,Performance: red cards,Expected: expected goals (xG),Expected: expected Assist Goals (xAG),Progression: PrgC,Progression: PrgP,Progression: PrgR,Per 90 minutes: Gls,Per 90 minutes: Ast,Per 90 minutes: xG,Per 90 minutes: xGA,Performance: goals against per 90mins (GA90),Performance: Save%,Performance: CS%,Penalty Kicks: penalty kicks Save%,Standard: shoots on target percentage (SoT%),Standard: Shoot on Target per 90min (SoT/90),Standard: goals/shot (G/sh),Standard: average shoot distance (Dist),Total: passes completed (Cmp),Total: Pass completion (Cmp%),Total: progressive passing distance (TotDist),Short: Pass completion (Cmp%),Medium: Pass completion (Cmp%),Long: Pass completion (Cmp%),Expected: key passes (KP),Expected: pass into final third (1/3),Expected: pass into penalty area (PPA),Expected: CrsPA,Expected: PrgP,SCA: SCA,SCA: SCA90,GCA: GCA,GCA: GCA90,Tackles: Tkl,Tackles: TklW,Challenges: Att,Challenges: Lost,Blocks: Blocks,Blocks: Sh,Blocks: Pass,Blocks: Int,Touches: Touches,Touches: Def Pen,Touches: Def 3rd,Touches: Mid 3rd,Touches: Att 3rd,Touches: Att Pen,Take-Ons: Att,Take-Ons: Succ%,Take-Ons: Tkld%,Carries: Carries,Carries: ProDist,Carries: ProgC,Carries: 1/3,Carries: CPA,Carries: Mis,Carries: Dis,Receiving: Rec,Receiving: PrgR,Performance: Fls,Performance: Fld,Performance: Off,Performance: Crs,Performance: Recov,Aerial Duels: Won,Aerial Duels: Lost,Aerial Duels: Won%,Cluster
Aaron Cresswell,ENG,West Ham,DF,35,14,7,589,0,0,2,0,0.1,1.1,4,24,2,0.0,0.0,0.02,0.17,N/a,N/a,N/a,N/a,0.0,0.0,0.00,29.8,355,80.7,2697,90.8,85.9,54.9,7,40,4,1,24,12,1.83,0,0.0,8,4,8,2,7,4,3,6,495,33,196,236,68,1,1,100.0,0.0,200,388,4,7,0,3,0,312,2,3,1,0,27,21,7,6,53.8,0
Luis Guilherme,BRA,West Ham,"MF,FW",19,11,1,138,0,0,0,0,0.3,0.1,3,3,13,0.0,0.0,0.19,0.05,N/a,N/a,N/a,N/a,33.3,0.65,0.00,14.9,47,83.9,154,96.8,86.7,57.1,3,3,3,2,3,10,6.52,0,0.0,1,0,3,3,7,0,7,3,85,3,19,30,37,4,9,55.6,22.2,42,136,3,3,1,4,3,55,13,0,4,0,8,7,2,1,66.7,0
Lucas Bergvall,SWE,Tottenham,MF,19,26,10,1122,0,1,3,0,0.7,0.6,31,49,29,0.0,0.08,0.06,0.05,N/a,N/a,N/a,N/a,16.7,0.16,0.00,19.9,608,88.2,2075,92.7,90.3,75.8,11,50,7,3,49,21,1.68,4,0.32,37,19,31,14,16,7,9,22,845,34,176,456,226,20,44,47.7,43.2,510,1580,31,21,4,19,18,562,29,20,14,0,18,71,8,8,50.0,0
Lloyd Kelly,ENG,Newcastle Utd,DF,26,10,4,303,0,1,2,0,0.4,0.5,0,9,5,0.0,0.3,0.12,0.14,N/a,N/a,N/a,N/a,0.0,0.0,0.00,7.3,146,80.7,867,87.7,89.7,41.7,2,6,1,1,9,2,0.59,1,0.3,5,4,1,0,6,4,2,1,215,26,105,94,19,4,3,66.7,33.3,120,202,0,2,0,3,2,129,5,5,5,1,1,19,6,2,75.0,0
Lewis Miley,ENG,Newcastle Utd,MF,18,12,1,249,1,0,0,0,0.5,0.0,2,14,7,0.36,0.0,0.2,0.01,N/a,N/a,N/a,N/a,66.7,0.72,0.33,14.6,142,87.7,349,88.9,96.1,87.5,1,10,4,0,14,3,1.08,0,0.0,11,9,11,5,5,1,4,2,198,5,37,105,57,5,3,33.3,33.3,95,186,2,1,0,5,1,141,7,3,1,0,0,16,5,5,50.0,0
Lesley Ugochukwu,FRA,Southampton,MF,21,23,15,1447,1,1,5,0,0.8,1.0,27,48,20,0.06,0.06,0.05,0.06,N/a,N/a,N/a,N/a,11.1,0.06,0.11,18.4,536,84.4,1847,86.9,91.9,57.1,14,50,6,1,48,23,1.43,1,0.06,46,22,32,15,25,9,16,12,793,45,191,446,162,23,26,69.2,26.9,431,1122,27,14,6,11,10,538,20,26,14,0,6,59,18,17,51.4,0
Leon Bailey,JAM,Aston Villa,"FW,MF",27,23,14,1138,1,2,3,0,1.7,1.5,57,35,121,0.08,0.16,0.14,0.12,N/a,N/a,N/a,N/a,21.4,0.47,0.04,17.3,273,70.7,1048,81.4,81.1,47.4,16,16,20,2,35,38,3.01,4,0.32,6,4,10,8,6,0,6,3,539,18,76,155,318,69,57,38.6,42.1,344,1334,57,22,33,35,25,386,121,12,18,3,34,59,6,9,40.0,0
Leny Yoro,FRA,Manchester Utd,DF,19,18,10,979,0,0,5,0,0.7,0.0,17,43,4,0.0,0.0,0.06,0.0,N/a,N/a,N/a,N/a,20.0,0.09,0.00,8.6,605,92.4,3264,95.1,94.5,65.0,0,42,2,1,43,5,0.46,0,0.0,23,10,15,6,5,3,2,17,764,70,355,359,52,10,3,33.3,66.7,527,1446,17,10,1,2,2,563,4,8,1,1,1,34,14,13,51.9,0
Lamare Bogarde,NED,Aston Villa,"DF,MF",21,8,5,476,0,0,2,0,0.0,0.1,12,14,9,0.0,0.0,0.01,0.02,N/a,N/a,N/a,N/a,100.0,0.19,0.00,20.2,240,88.2,1154,92.8,92.2,33.3,2,24,1,0,14,10,1.89,1,0.19,14,6,16,6,5,3,2,1,325,16,95,191,40,4,4,50.0,25.0,173,599,12,6,1,6,8,212,9,8,11,0,0,13,6,6,50.0,0
Luis Sinisterra,COL,Bournemouth,"FW,MF",25,12,1,236,1,1,0,0,1.2,1.4,19,6,38,0.38,0.38,0.46,0.54,N/a,N/a,N/a,N/a,46.2,2.29,0.08,14.8,73,78.5,200,91.7,68.8,100.0,9,6,2,2,6,14,5.29,1,0.38,7,2,4,4,3,0,3,1,155,7,18,41,96,23,20,40.0,50.0,95,393,19,6,10,6,3,102,38,4,2,1,7,17,3,7,30.0,0
Kyle Walker,ENG,Manchester City,DF,34,15,9,970,0,0,3,0,0.1,0.4,12,64,11,0.0,0.0,0.01,0.04,N/a,N/a,N/a,N/a,40.0,0.19,0.00,27.7,724,87.7,3918,94.6,91.3,51.2,7,63,7,4,64,17,1.58,0,0.0,17,10,26,12,13,4,9,3,892,26,197,473,228,5,6,50.0,33.3,499,1106,12,13,0,9,2,630,11,6,5,1,14,46,9,7,56.3,0
Kostas Tsimikas,GRE,Liverpool,DF,28,16,7,666,0,1,2,0,0.4,1.8,15,67,38,0.0,0.14,0.05,0.25,N/a,N/a,N/a,N/a,50.0,0.27,0.00,16.1,447,83.7,2524,94.3,88.3,51.2,11,39,9,3,67,23,3.1,2,0.27,27,17,19,6,5,2,3,10,607,24,136,280,195,11,8,50.0,25.0,298,671,15,5,2,4,4,382,38,9,6,1,53,26,5,6,45.5,0
Kosta Nedeljković,SRB,Aston Villa,DF,19,5,0,126,0,0,0,0,0.0,0.0,1,6,0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,47,88.7,185,95.7,84.0,80.0,0,5,0,0,6,0,0.0,0,0.0,7,5,3,1,1,0,1,0,66,4,15,32,19,0,2,50.0,50.0,27,33,1,0,0,1,0,32,0,0,1,0,1,4,0,1,0.0,0
Kiernan Dewsbury-Hall,ENG,Chelsea,"MF,FW",26,12,2,259,0,1,0,0,0.2,1.1,5,14,11,0.0,0.35,0.08,0.37,N/a,N/a,N/a,N/a,0.0,0.0,0.00,7.8,127,83.6,319,91.5,83.9,50.0,3,12,3,0,14,5,1.73,1,0.35,8,5,6,2,2,0,2,1,181,4,28,95,58,6,4,50.0,50.0,93,221,5,1,0,1,3,137,11,4,6,0,2,9,0,1,0.0,0
Kieran Tierney,SCO,Arsenal,"DF,FW",27,10,1,181,0,0,0,0,0.2,0.9,5,12,22,0.0,0.0,0.1,0.43,N/a,N/a,N/a,N/a,0.0,0.0,0.00,2.6,96,82.1,461,94.5,78.3,54.5,7,7,5,2,12,8,3.98,0,0.0,5,4,5,2,0,0,0,2,133,4,20,46,67,4,3,33.3,33.3,58,125,5,3,1,1,0,90,22,0,2,2,10,3,3,5,37.5,0
Kevin Danso,AUT,Tottenham,DF,26,5,4,392,0,0,0,0,0.4,0.0,10,16,1,0.0,0.0,0.08,0.01,N/a,N/a,N/a,N/a,40.0,0.46,0.00,15.0,307,90.6,1728,92.8,95.4,53.3,1,20,2,1,16,6,1.38,2,0.46,5,4,6,2,4,4,0,2,395,45,204,170,23,7,2,50.0,50.0,282,800,10,4,0,7,1,297,1,4,5,0,1,14,9,7,56.3,0
Kepa Arrizabalaga,ESP,Bournemouth,GK,30,26,26,2340,0,0,3,0,0.1,0.0,0,2,0,0.0,0.0,0.0,0.0,1.27,75.0,26.9,0.0,0.0,0.0,0.00,9.7,618,71.8,11673,98.0,98.1,47.0,1,8,0,0,2,4,0.15,0,0.0,1,0,1,1,1,0,1,0,912,670,886,25,1,1,1,100.0,0.0,521,1477,0,0,0,0,0,406,0,2,5,0,0,46,6,1,85.7,0
Kasey McAteer,IRL,Leicester City,"FW,MF",23,14,5,529,0,1,2,0,0.6,0.5,14,10,48,0.0,0.17,0.1,0.08,N/a,N/a,N/a,N/a,37.5,0.51,0.00,16.7,126,70.4,426,84.0,71.4,55.6,6,6,6,2,10,16,2.72,2,0.34,12,9,18,12,12,1,11,3,256,16,49,99,114,19,16,12.5,62.5,157,433,14,9,7,10,7,174,48,14,13,2,14,30,10,15,40.0,0
Kamaldeen Sulemana,GHA,Southampton,"FW,MF",23,22,13,1122,1,1,1,0,1.3,0.7,56,25,72,0.08,0.08,0.11,0.06,N/a,N/a,N/a,N/a,32.0,0.64,0.04,18.5,235,79.1,514,89.7,81.6,42.3,9,6,11,6,25,27,2.17,3,0.24,16,14,13,5,9,0,9,6,483,13,64,178,259,48,90,36.7,55.6,313,1369,56,34,23,37,22,338,72,18,10,2,24,51,8,20,28.6,0
Kristoffer Ajer,NOR,Brentford,DF,27,20,17,1388,0,0,4,0,0.8,1.2,27,52,42,0.0,0.0,0.05,0.08,N/a,N/a,N/a,N/a,37.5,0.19,0.00,10.2,482,78.2,2707,86.8,79.7,49.1,8,41,7,4,52,18,1.17,2,0.13,24,16,26,12,17,4,13,12,762,51,255,355,158,35,16,43.8,50.0,373,1164,27,11,2,15,12,475,42,11,6,1,14,41,27,22,55.1,0
Luke Thomas,ENG,Leicester City,DF,23,10,9,783,0,0,1,0,0.1,0.1,3,27,9,0.0,0.0,0.01,0.02,N/a,N/a,N/a,N/a,0.0,0.0,0.00,18.7,376,78.8,1973,91.4,82.6,42.9,4,25,2,1,27,6,0.69,0,0.0,24,20,32,14,13,5,8,15,586,38,222,285,83,5,5,40.0,60.0,282,448,3,5,1,10,1,324,9,4,6,0,20,32,9,11,45.0,0
Luke Woolfenden,ENG,Ipswich Town,DF,26,14,11,1097,0,0,2,0,0.0,0.0,7,16,0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,0.0,0.0,0.00,12.9,450,87.9,2807,96.6,93.5,52.2,0,27,0,0,16,2,0.16,0,0.0,9,6,5,3,21,14,7,18,637,139,365,263,9,3,0,N/a,N/a,338,1153,7,3,0,4,0,398,0,5,2,1,0,35,15,12,55.6,0
Mads Hermansen,DEN,Leicester City,GK,24,27,27,2385,0,0,1,0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,2.19,64.5,3.7,25.0,N/a,0.0,N/a,N/a,655,61.0,12448,97.4,94.8,33.0,0,20,1,0,1,3,0.11,0,0.0,1,1,1,0,1,0,1,0,1148,832,1107,43,0,0,1,100.0,0.0,731,1903,0,0,0,1,0,623,0,0,3,0,0,17,4,1,80.0,0
Michael Keane,ENG,Everton,DF,32,11,9,852,2,0,5,0,0.4,0.1,1,12,3,0.21,0.0,0.05,0.01,N/a,N/a,N/a,N/a,37.5,0.32,0.25,14.8,258,81.6,1868,88.5,90.3,75.3,2,17,0,0,12,6,0.63,0,0.0,10,7,13,6,11,7,4,10,426,85,241,169,18,14,1,0.0,100.0,189,236,1,1,0,1,2,240,3,9,0,0,1,24,20,14,58.8,0
Michael Kayode,ITA,Brentford,DF,20,7,1,128,0,0,1,0,0.0,0.2,3,2,10,0.0,0.0,0.0,0.11,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,41,67.2,254,75.0,69.7,50.0,2,3,1,1,2,4,2.81,1,0.7,9,5,5,0,0,0,0,1,75,9,33,24,20,4,2,50.0,50.0,29,118,3,2,2,2,0,29,10,3,1,0,5,8,1,1,50.0,0
Matz Sels,BEL,Nott'ham Forest,GK,33,33,33,2970,0,0,3,0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,1.18,74.7,39.4,0.0,N/a,0.0,N/a,N/a,441,50.1,14650,100.0,97.7,36.5,1,38,2,0,1,5,0.15,0,0.0,1,1,1,0,0,0,0,0,969,741,955,14,0,0,0,N/a,N/a,469,1436,0,0,0,0,0,375,0,0,10,0,0,9,14,2,87.5,0
Matt O'Riley,DEN,Brighton,MF,24,17,9,758,1,1,1,0,2.0,1.5,17,33,43,0.12,0.12,0.23,0.18,N/a,N/a,N/a,N/a,30.0,0.71,0.05,16.7,269,79.1,1176,91.9,80.4,50.9,16,26,8,0,33,35,4.16,4,0.48,15,9,12,8,6,3,3,12,435,16,67,190,180,36,12,58.3,33.3,227,458,17,11,6,14,3,257,43,11,11,1,42,23,4,7,36.4,0
Mats Wieffer,NED,Brighton,"MF,DF",25,21,6,692,1,2,4,0,0.7,1.3,11,48,14,0.13,0.26,0.09,0.17,N/a,N/a,N/a,N/a,50.0,0.52,0.13,13.3,454,86.5,2005,91.5,88.2,75.0,12,49,5,1,48,25,3.25,3,0.39,33,19,27,11,13,1,12,11,636,29,143,352,149,14,10,40.0,60.0,364,716,11,11,1,11,8,412,14,17,6,1,7,55,23,18,56.1,0
Mathys Tel,FRA,Tottenham,FW,20,8,6,492,2,0,0,0,2.1,0.9,14,12,45,0.37,0.0,0.38,0.17,N/a,N/a,N/a,N/a,35.3,1.1,0.06,15.8,124,75.2,408,86.4,73.9,69.6,9,9,9,4,12,15,2.75,0,0.0,4,1,6,5,3,0,3,0,240,1,23,86,137,26,25,20.0,68.0,166,458,14,13,5,14,8,176,45,6,5,0,23,22,1,2,33.3,0
Mathias Jensen,DEN,Brentford,MF,29,19,8,770,0,2,2,0,0.2,1.6,6,55,26,0.0,0.23,0.03,0.19,N/a,N/a,N/a,N/a,16.7,0.12,0.00,23.1,327,75.0,2221,87.1,79.0,55.7,15,39,17,2,55,37,4.32,4,0.47,12,8,15,8,13,4,9,7,510,23,115,215,183,9,15,60.0,26.7,273,538,6,8,0,8,6,315,26,7,10,0,31,44,8,5,61.5,0
Massimo Luongo,AUS,Ipswich Town,MF,32,9,2,196,0,0,0,0,0.0,0.0,0,5,1,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,43,75.4,135,90.0,68.8,42.9,0,1,0,0,5,0,0.0,0,0.0,8,5,7,3,4,2,2,2,77,9,33,25,19,1,0,N/a,N/a,40,25,0,0,0,2,3,44,1,1,2,0,1,10,1,0,100.0,0
Mason Mount,ENG,Manchester Utd,"MF,FW",26,12,4,348,0,0,3,0,1.2,0.2,7,15,15,0.0,0.0,0.32,0.05,N/a,N/a,N/a,N/a,37.5,0.78,0.00,15.9,107,80.5,349,86.6,82.5,60.0,5,8,2,1,15,11,2.84,0,0.0,8,2,8,2,7,1,6,2,175,3,24,85,67,12,4,0.0,75.0,114,218,7,8,1,7,8,130,15,12,7,0,8,9,3,6,33.3,0
Martin Dúbravka,SVK,Newcastle Utd,GK,36,10,10,900,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.20,70.7,50.0,N/a,N/a,0.0,N/a,N/a,265,79.6,3082,100.0,100.0,40.2,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,350,262,337,14,0,0,0,N/a,N/a,202,643,0,0,0,0,0,175,0,0,1,0,0,18,4,0,100.0,0
Marshall Munetsi,ZIM,Wolves,"MF,FW",28,10,9,788,1,1,0,0,3.0,1.7,5,8,24,0.11,0.11,0.34,0.2,N/a,N/a,N/a,N/a,33.3,0.57,0.07,14.8,118,73.8,308,80.9,74.4,33.3,7,4,1,0,8,16,1.83,1,0.11,19,9,18,7,9,1,8,5,274,15,41,150,85,25,6,16.7,66.7,104,122,5,3,3,27,11,138,24,13,10,3,5,29,23,17,57.5,0
Mark Travers,IRL,Bournemouth,GK,25,5,5,450,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.00,80.0,20.0,N/a,N/a,0.0,N/a,N/a,100,70.4,2692,100.0,96.2,51.8,0,3,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,162,144,159,3,0,0,0,N/a,N/a,85,188,0,0,0,0,0,68,0,0,1,0,0,3,1,0,100.0,0
Mark Flekken,NED,Brentford,GK,31,32,32,2825,0,1,1,0,0.0,0.2,0,0,0,0.0,0.03,0.0,0.01,1.53,73.3,15.6,0.0,N/a,0.0,N/a,N/a,1113,73.3,22467,97.8,97.4,50.1,2,44,2,0,0,7,0.22,1,0.03,4,4,9,6,2,0,2,0,1616,1261,1569,52,0,0,1,100.0,0.0,987,2803,0,0,0,3,0,905,0,0,3,0,0,35,4,0,100.0,0
Mario Lemina,GAB,Wolves,"MF,DF",31,17,15,1364,1,3,4,0,1.4,1.1,8,48,21,0.07,0.2,0.09,0.07,N/a,N/a,N/a,N/a,27.8,0.33,0.06,21.9,493,80.4,2966,85.0,87.7,61.1,10,43,13,4,48,26,1.71,5,0.33,51,31,29,9,12,7,5,27,809,92,324,378,119,18,16,62.5,25.0,382,1038,8,12,2,21,11,482,21,17,8,4,10,73,25,16,61.0,0
Marcus Rashford,ENG,Aston Villa,FW,27,10,4,444,2,2,0,0,3.1,2.3,22,13,42,0.41,0.41,0.62,0.46,N/a,N/a,N/a,N/a,27.8,1.01,0.06,19.4,117,71.3,447,87.0,76.6,36.0,13,2,9,2,13,27,5.49,3,0.61,10,7,6,2,2,0,2,1,227,2,14,58,159,30,22,40.9,59.1,127,471,22,10,15,8,1,149,42,1,3,1,28,14,1,8,11.1,0
Marcus Rashford,ENG,Manchester Utd,"FW,MF",27,15,12,978,4,1,2,0,1.7,2.1,20,21,79,0.37,0.09,0.16,0.19,N/a,N/a,N/a,N/a,56.3,0.83,0.25,16.4,253,73.8,868,83.6,65.9,50.0,15,13,16,8,21,29,2.67,1,0.09,7,4,9,6,8,0,8,4,440,3,35,189,222,34,39,23.1,66.7,293,728,20,19,12,14,6,341,79,8,7,7,27,24,5,7,41.7,0
Marcos Senesi,ARG,Bournemouth,DF,27,14,12,1008,0,0,5,0,0.8,0.2,12,51,5,0.0,0.0,0.07,0.02,N/a,N/a,N/a,N/a,0.0,0.0,0.00,6.0,493,76.7,5319,88.0,85.9,50.0,3,73,12,3,51,16,1.43,1,0.09,35,21,30,16,14,6,8,11,778,64,345,375,67,12,9,55.6,44.4,482,1464,12,14,0,5,5,492,5,19,7,0,10,67,23,27,46.0,0
Marco Asensio,ESP,Aston Villa,"MF,FW",29,9,5,481,3,1,1,0,4.2,0.8,15,31,23,0.56,0.19,0.78,0.15,N/a,N/a,N/a,N/a,47.1,1.5,0.18,18.9,171,80.3,709,90.1,84.1,29.4,12,14,8,2,31,25,4.68,3,0.56,7,5,8,5,2,0,2,1,267,4,25,108,139,22,13,53.8,38.5,165,464,15,18,3,5,7,183,23,8,6,2,22,20,0,1,0.0,0
Mads Roerslev,DEN,Brentford,DF,25,19,11,1101,0,2,2,0,0.2,3.0,17,51,54,0.0,0.16,0.02,0.24,N/a,N/a,N/a,N/a,40.0,0.16,0.00,20.8,422,78.7,2249,88.0,79.9,55.1,14,37,11,4,51,21,1.72,2,0.16,18,8,28,17,12,5,7,4,645,49,234,268,146,20,19,36.8,42.1,352,858,17,13,0,9,6,407,54,6,10,0,31,39,10,14,41.7,0
Kalvin Phillips,ENG,Ipswich Town,MF,29,18,14,1214,0,0,6,1,0.4,0.2,4,49,4,0.0,0.0,0.03,0.02,N/a,N/a,N/a,N/a,20.0,0.15,0.00,24.2,426,79.3,2418,82.9,86.6,62.1,5,48,6,1,49,17,1.26,3,0.22,34,19,38,23,35,6,29,19,722,60,220,388,118,4,12,41.7,50.0,302,541,4,5,0,24,10,383,4,28,19,0,18,68,7,21,25.0,0
Michail Antonio,JAM,West Ham,FW,35,14,11,836,1,1,1,0,2.2,1.6,29,18,59,0.11,0.11,0.24,0.17,N/a,N/a,N/a,N/a,21.1,0.43,0.05,12.6,114,60.6,424,72.2,59.7,71.0,9,11,6,2,18,22,2.37,4,0.43,2,2,3,1,6,0,6,0,296,3,26,124,151,36,27,33.3,48.1,173,695,29,13,9,35,19,221,59,12,7,4,25,22,17,22,43.6,0
Jáder Durán,COL,Aston Villa,FW,21,20,4,638,7,0,3,1,4.9,0.2,7,13,44,0.99,0.0,0.69,0.03,N/a,N/a,N/a,N/a,48.4,2.12,0.23,15.6,115,70.6,307,81.0,68.0,45.5,4,10,1,0,13,18,2.54,1,0.14,8,7,4,3,5,0,5,0,263,13,36,110,122,47,14,21.4,64.3,133,267,7,7,2,16,15,192,44,14,15,5,3,19,19,19,50.0,0
Julio Enciso,PAR,Brighton,"MF,FW",21,12,2,294,0,0,0,0,1.0,0.2,11,14,17,0.0,0.0,0.31,0.07,N/a,N/a,N/a,N/a,55.0,3.37,0.00,21.3,99,66.0,392,81.3,72.5,22.7,5,13,4,1,14,12,3.69,0,0.0,0,0,2,2,2,0,2,0,202,2,17,72,116,20,21,47.6,38.1,114,386,11,10,4,7,9,141,17,3,7,0,20,15,6,5,54.5,0
James Ward-Prowse,ENG,Nott'ham Forest,MF,30,9,5,400,0,1,2,1,0.1,1.1,1,16,3,0.0,0.23,0.01,0.25,N/a,N/a,N/a,N/a,50.0,0.23,0.00,29.0,145,79.7,768,93.2,86.9,34.8,4,16,2,0,16,10,2.25,2,0.45,4,1,2,0,3,2,1,5,205,13,49,115,45,1,0,N/a,N/a,92,170,1,3,0,3,3,115,3,7,2,0,19,19,3,5,37.5,0
James Ward-Prowse,ENG,West Ham,MF,30,11,9,802,0,1,2,0,0.5,1.1,9,48,6,0.0,0.11,0.06,0.12,N/a,N/a,N/a,N/a,28.6,0.22,0.00,20.6,523,87.6,2536,95.8,92.2,55.7,13,60,5,1,48,23,2.58,1,0.11,13,9,12,9,6,3,3,5,656,28,142,395,119,5,5,40.0,60.0,316,662,9,15,0,3,6,454,6,9,2,0,37,43,5,4,55.6,0
James Milner,ENG,Brighton,MF,39,3,3,169,0,0,1,0,0.2,0.2,1,10,10,0.0,0.0,0.09,0.12,N/a,N/a,N/a,N/a,0.0,0.0,0.00,16.0,55,75.3,347,92.9,76.7,40.0,4,3,1,1,10,8,4.26,0,0.0,5,2,3,0,4,2,2,2,92,3,13,48,31,4,1,100.0,0.0,46,97,1,1,0,0,0,58,10,3,1,0,8,2,0,1,0.0,0
James Mcatee,ENG,Manchester City,"MF,FW",22,13,2,297,3,0,1,0,2.8,0.3,7,6,25,0.91,0.0,0.85,0.1,N/a,N/a,N/a,N/a,33.3,1.21,0.25,14.3,84,80.8,226,86.5,88.1,33.3,2,7,2,0,6,3,0.91,1,0.3,4,2,7,6,8,0,8,2,145,2,16,58,72,19,7,28.6,71.4,82,187,7,5,1,5,1,104,25,5,2,0,5,8,2,3,40.0,0
James Hill,ENG,Bournemouth,DF,23,10,6,448,0,1,1,0,0.3,0.3,3,16,8,0.0,0.2,0.06,0.05,N/a,N/a,N/a,N/a,0.0,0.0,0.00,13.9,159,64.9,1094,76.1,77.3,36.2,3,20,6,0,16,8,1.61,1,0.2,15,8,11,8,5,0,5,9,319,19,99,167,54,8,2,50.0,50.0,146,295,3,6,0,2,0,179,8,7,5,0,10,13,14,12,53.8,0
James Garner,ENG,Everton,"MF,DF",24,17,13,1234,0,1,3,0,0.3,1.3,10,38,22,0.0,0.07,0.02,0.09,N/a,N/a,N/a,N/a,28.6,0.15,0.00,24.1,434,72.8,2433,83.6,82.3,44.7,11,39,5,2,38,30,2.19,4,0.29,37,23,33,16,14,3,11,16,734,32,187,360,194,9,16,37.5,62.5,336,578,10,13,1,11,7,386,22,16,12,0,50,60,10,8,55.6,0
James Bree,ENG,Southampton,DF,27,15,11,895,0,1,0,0,0.1,0.9,10,31,34,0.0,0.1,0.01,0.09,N/a,N/a,N/a,N/a,25.0,0.1,0.00,22.7,440,83.8,1910,90.9,88.4,51.1,10,26,6,5,31,15,1.51,1,0.1,15,10,17,10,8,3,5,8,602,42,194,263,150,10,8,50.0,25.0,319,713,10,11,0,6,4,389,34,2,4,0,24,56,12,4,75.0,0
Jakub Stolarczyk,POL,Leicester City,GK,24,6,6,540,0,0,1,0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,2.00,58.6,0.0,N/a,N/a,0.0,N/a,N/a,152,67.9,3245,100.0,97.9,45.0,0,2,0,0,1,0,0.0,0,0.0,2,1,2,1,0,0,0,0,241,179,236,6,0,0,0,N/a,N/a,130,396,0,0,0,1,0,131,0,0,0,0,0,7,3,0,100.0,0
Jannik Vestergaard,DEN,Leicester City,DF,32,18,16,1391,0,0,5,0,0.1,0.1,3,32,2,0.0,0.0,0.01,0.01,N/a,N/a,N/a,N/a,66.7,0.13,0.00,9.7,870,90.7,5807,95.0,93.7,59.3,3,34,1,0,32,7,0.45,0,0.0,22,10,15,6,21,14,7,16,1092,196,572,497,28,10,4,100.0,0.0,672,1458,3,3,0,2,0,757,2,12,4,0,0,46,26,19,57.8,0
Jakub Kiwior,POL,Arsenal,DF,25,13,6,762,1,0,0,0,0.2,0.3,5,35,0,0.12,0.0,0.02,0.03,N/a,N/a,N/a,N/a,33.3,0.12,0.33,18.5,494,91.0,2525,94.0,95.3,56.4,3,45,3,0,35,6,0.71,0,0.0,12,6,11,3,8,5,3,2,611,59,193,368,50,4,4,75.0,25.0,352,808,5,4,1,3,1,464,0,8,3,0,1,18,8,7,53.3,0
Jahmai Simpson-Pusey,ENG,Manchester City,DF,19,2,1,96,0,0,1,0,0.0,0.0,1,3,0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,107,93.0,549,95.9,96.6,42.9,0,3,0,0,3,0,0.0,0,0.0,1,0,1,1,1,1,0,0,123,9,61,59,3,1,1,0.0,0.0,79,190,1,0,0,1,0,101,0,0,1,0,0,3,1,3,25.0,0
Jaden Philogene Bidace,ENG,Ipswich Town,"FW,DF",23,10,5,474,2,0,1,0,2.0,0.2,13,10,36,0.38,0.0,0.37,0.05,N/a,N/a,N/a,N/a,41.7,0.95,0.17,16.4,95,72.5,414,84.4,73.2,50.0,5,7,4,3,10,9,1.71,0,0.0,14,7,15,7,11,1,10,10,220,10,53,68,101,18,18,27.8,61.1,127,305,13,3,5,11,10,133,36,8,10,1,13,23,5,3,62.5,0
Jaden Philogene Bidace,ENG,Aston Villa,"FW,MF",23,11,2,332,0,0,4,1,0.5,0.3,7,4,17,0.0,0.0,0.13,0.08,N/a,N/a,N/a,N/a,0.0,0.0,0.00,16.0,63,73.3,161,81.6,85.7,66.7,1,1,3,0,4,5,1.36,0,0.0,11,5,6,2,5,0,5,3,145,4,27,54,66,14,15,26.7,53.3,75,239,7,5,7,7,3,83,17,12,8,1,4,21,0,5,0.0,0
